timestamp,value
2016-05-26,27.66095718
2016-05-27,26.01595745
2016-05-28,29.41818182
2016-05-29,25.3056338
2016-05-30,27.47744875
2016-05-31,27.16273585
2016-06-01,27.98902672
2016-06-02,29.81418093
2016-06-03,22.07739558
2016-06-04,22.73426033
2016-06-05,24.2103336
2016-06-06,24.44278075
2016-06-07,28.23453094
2016-06-08,25.33123028
2016-06-09,24.77239709
2016-06-10,22.07251908
2016-06-11,17.2985782
2016-06-12,19.555
2016-06-13,18.34146341
2016-06-14,17.84
2016-06-15,21.93867334
2016-06-16,24.36775218
2016-06-17,24.87100737
2016-06-18,26.76847291
2016-06-19,30.99694656
2016-06-20,24.92270102
2016-06-21,26.79159213
2016-06-22,26.77322765
2016-06-23,25.33272059
2016-06-24,26.80135135
2016-06-25,26.56171503
2016-06-26,27.68267898
2016-06-27,23.81232714
2016-06-28,21.4181601
2016-06-29,22.2619143
2016-06-30,19.60829268
2016-07-01,23.79716563
2016-07-02,22.27936963
2016-07-03,25.25531915
2016-07-04,23.37931034
2016-07-05,16.65957447
2016-07-06,19.5530303
2016-07-07,16.35014837
2016-07-08,24.19467213
2016-07-09,20.94451613
2016-07-10,22.20858896
2016-07-11,26.56668481
2016-07-12,24.97690941
2016-07-13,27.06052632
2016-07-14,28.58173077
2016-07-15,26.60251631
2016-07-16,25.73659889
2016-07-17,29.54694836
2016-07-18,24.52338129
2016-07-19,25.29514648
2016-07-20,27.4358365
2016-07-21,26.21935219
2016-07-22,23.9175091
2016-07-23,21.34033433
2016-07-24,24.77022333
2016-07-25,27.62478336
2016-07-26,20.925
2016-07-27,25.89760349
2016-07-28,21.92473118
2016-07-29,23.88235294
2016-07-30,16.93142857
2016-07-31,22.24404762
2016-08-01,19.35903084
2016-08-02,20.92588092
2016-08-03,22.19018405
2016-08-04,25.4012572
2016-08-05,26.0635481
2016-08-06,26.00088339
2016-08-07,28.33781362
2016-08-08,28.4029149
2016-08-09,26.26954436
2016-08-10,26.6776406
2016-08-11,26.75010395
2016-08-12,24.97960152
2016-08-13,24.62726305
2016-08-14,23.0645969
2016-08-15,21.97940167
2016-08-16,20.78794179
2016-08-17,20.45373961
2016-08-18,19.09470544
2016-08-19,20.93849417
2016-08-20,20.79818594
2016-08-21,22.85185185
2016-08-22,17.5186722
2016-08-23,15.7032967
2016-08-24,15.7293578
2016-08-25,17.75884244
2016-08-26,24.34405145
2016-08-27,22.35469314
2016-08-28,24.29476923
2016-08-29,23.02531041
2016-08-30,26.0979021
2016-08-31,26.52996071
2016-09-01,26.68976057
2016-09-02,26.95603217
2016-09-03,26.94538706
2016-09-04,24.696567
2016-09-05,24.67763158
2016-09-06,24.40355497
2016-09-07,22.53166001
2016-09-08,22.0065538
2016-09-09,19.89239766
2016-09-10,20.10472973
2016-09-11,17.35889799
2016-09-12,16.67062635
2016-09-13,21.06938776
2016-09-14,18.3180212
2016-09-15,18.2283105
2016-09-16,19.734375
2016-09-17,22.39673913
2016-09-18,17.35714286
2016-09-19,21.23255814
2016-09-20,23.42679128
2016-09-21,25.18331053
2016-09-22,25.86444325
2016-09-23,28.25444744
2016-09-24,27.18009005
2016-09-25,28.69867712
2016-09-26,29.22046466
2016-09-27,27.36039418
2016-09-28,23.44111874
2016-09-29,27.54794521
2016-09-30,24.36723474
2016-10-01,25.63136907
2016-10-02,21.78737673
2016-10-03,21.30765883
2016-10-04,18.99321048
2016-10-05,18.67180926
2016-10-06,22.81632653
2016-10-07,25.58953168
2016-10-08,31.35526316
2016-10-09,22.45454545
2016-10-10,22.97584541
2016-10-11,19.47131148
2016-10-12,18.38034188
2016-10-13,18.44605263
2016-10-14,23.26042486
2016-10-15,24.41436782
2016-10-16,25.18149934
2016-10-17,27.23616558
2016-10-18,30.84090909
2016-10-19,28.33392304
2016-10-20,24.12124017
2016-10-21,27.80329289
2016-10-22,26.29187701
2016-10-23,28.84631941
2016-10-24,27.67989179
2016-10-25,24.29131437
2016-10-26,22.56411244
2016-10-27,21.67081493
2016-10-28,19.74950884
2016-10-29,20.49640288
2016-10-30,22.40213523
2016-10-31,21.34927235
2016-11-01,17.975
2016-11-02,20.89516129
2016-11-03,19.24509804
2016-11-04,18.67068273
2016-11-05,16.21627907
2016-11-06,18.43660287
2016-11-07,24.23035439
2016-11-08,23.38253521
2016-11-09,24.15167216
2016-11-10,26.20232019
2016-11-11,26.19016083
2016-11-12,27.22142171
2016-11-13,27.71176197
2016-11-14,25.20403686
2016-11-15,24.89091699
2016-11-16,28.32523364
2016-11-17,25.04743276
2016-11-18,24.19661168
2016-11-19,25.54026294
2016-11-20,21.47568259
2016-11-21,20.89282154
2016-11-22,20.8518024
2016-11-23,22
2016-11-24,22.18574514
2016-11-25,18.72727273
2016-11-26,18.42857143
2016-11-27,21.51
2016-11-28,15.87218045
2016-11-29,19.85964912
2016-11-30,23.38658537
2016-12-01,20.85340729
2016-12-02,23.74617197
2016-12-03,26.04411028
2016-12-04,26.60996033
2016-12-05,29.8168631
2016-12-06,28.42309448
2016-12-07,24.87011765
2016-12-08,28.96287809
2016-12-09,24.59613734
2016-12-10,25.30900474
2016-12-11,25.06830738
2016-12-12,23.8601785
2016-12-13,21.63625205
2016-12-14,22.68604139
2016-12-15,20.00848303
2016-12-16,19.33491204
2016-12-17,19.16887417
2016-12-18,16.99044586
2016-12-19,19.67785235
2016-12-20,17.94909091
2016-12-21,16.20673077
2016-12-22,20.08445946
2016-12-23,19.11652542
2016-12-24,22.14153846
2016-12-25,26.7084048
2016-12-26,24.10334158
2016-12-27,25.23609095
2016-12-28,27.33699284
2016-12-29,28.41401568
2016-12-30,24.10018553
2016-12-31,28.03310658
2017-01-01,26.82766049
2017-01-02,24.85193322
2017-01-03,27.94792143
2017-01-04,25.45928815
2017-01-05,24.67579047
2017-01-06,23.22586282
2017-01-07,21.01383764
2017-01-08,18.93386243
2017-01-09,21.31468023
2017-01-10,20.26659412
2017-01-11,23.15231788
2017-01-12,27.94042553
2017-01-13,20.89201878
2017-01-14,17.00456621
2017-01-15,15.70358306
2017-01-16,17.40606061
2017-01-17,20.26895735
2017-01-18,24.85735964
2017-01-19,24.56089385
2017-01-20,24.03712518
2017-01-21,25.00643678
2017-01-22,30.5513253
2017-01-23,27.06188757
2017-01-24,27.22544529
2017-01-25,26.50487329
2017-01-26,23.9334001
2017-01-27,24.40253304
2017-01-28,24.62643364
2017-01-29,24.3900371
2017-01-30,22.73852184
2017-01-31,23.41781198
2017-02-01,20.44633111
2017-02-02,19.64028777
2017-02-03,17.45933014
2017-02-04,18.05797101
2017-02-05,22.75252525
2017-02-06,20.93645485
2017-02-07,15.09090909
2017-02-08,15.43636364
2017-02-09,19.24705882
2017-02-10,20.73344371
2017-02-11,20.77974435
2017-02-12,23.71881461
2017-02-13,23.95906081
2017-02-14,23.66074229
2017-02-15,23.80803339
2017-02-16,25.16253298
2017-02-17,24.14670814
2017-02-18,27.2292011
2017-02-19,26.21451271
2017-02-20,22.11845584
2017-02-21,24.77119628
2017-02-22,21.23600692
2017-02-23,18.98849182
2017-02-24,19.80895522
2017-02-25,21.09636964
2017-02-26,16.91702742
2017-02-27,16.01743119
2017-02-28,18.30068729
2017-03-01,32.75595238
2017-03-02,27.55299539
2017-03-03,24.40816327
2017-03-04,23.734375
2017-03-05,21.45147679
2017-03-06,16.91958763
2017-03-07,23.02623295
2017-03-08,22.60667634
2017-03-09,22.74184149
2017-03-10,23.48322511
2017-03-11,24.11767702
2017-03-12,25.90539216
2017-03-13,23.68781726
